Age,Gender,Years at Company,Monthly Income,Work-Life Balance,Job Satisfaction,Performance Rating,Number of Promotions,Distance from Home,Education Level,Number of Dependents,Job Level,Company Size,Company Tenure,Company Reputation,Employee Recognition,Attrition,Innovation Opportunities_No,Innovation Opportunities_Yes,Marital Status_Divorced,Marital Status_Married,Marital Status_Single,Job Role_Education,Job Role_Finance,Job Role_Healthcare,Job Role_Media,Job Role_Technology,Leadership Opportunities_No,Leadership Opportunities_Yes,Remote Work_No,Remote Work_Yes,Overtime_No,Overtime_Yes
45,0,6,6288,3,1,2,3,88,4,2,2,1,29,2,1,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0
51,1,3,5816,3,3,2,2,54,3,1,1,1,11,2,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0
30,1,3,9458,3,3,3,1,37,2,5,1,2,26,2,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0
42,0,29,4231,1,2,3,0,38,3,1,0,0,69,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0
45,0,6,7985,2,2,3,0,42,0,1,2,2,62,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
44,0,17,6894,1,1,2,1,4,0,2,0,1,66,2,2,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1
25,0,9,7605,0,2,0,1,37,3,0,1,0,59,2,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1
47,0,24,11851,1,3,2,0,79,0,2,0,0,47,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0
50,0,17,6566,1,0,3,3,6,3,2,1,0,72,2,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0
52,0,18,4711,1,0,0,2,4,0,1,0,0,68,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0
39,0,24,6951,2,1,1,2,34,1,2,1,0,94,2,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0
54,0,18,5586,1,2,2,2,92,2,0,2,2,92,2,2,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0
18,0,1,9496,2,1,1,0,93,2,2,2,1,80,2,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0
21,0,1,9140,2,3,3,0,95,1,4,1,0,37,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0
57,1,49,6300,2,3,1,1,81,0,0,0,2,60,2,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1
58,0,1,7452,2,3,2,1,56,1,0,0,1,39,2,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1
34,0,8,10589,2,2,2,0,74,0,0,0,2,68,2,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0
20,0,4,6509,2,2,2,1,3,2,0,0,1,8,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1
22,0,5,8343,2,2,3,0,19,3,3,1,0,27,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0
20,0,1,8320,2,1,2,2,77,1,2,0,2,46,2,1,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0
34,1,19,4605,0,2,1,0,97,4,2,0,0,88,2,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1
33,0,19,8450,2,1,2,1,42,3,0,0,1,75,0,2,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0
18,1,9,6795,1,1,1,0,99,1,0,0,0,45,0,2,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0
52,0,24,7590,3,2,2,0,90,0,2,1,1,82,2,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0
51,0,26,6525,3,1,1,0,33,1,2,1,1,33,2,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1
29,1,20,5562,0,2,2,0,28,1,0,0,0,93,2,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1
43,1,14,7944,2,2,2,2,3,4,4,1,1,22,2,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0
35,1,6,9806,2,1,3,0,18,0,0,0,1,21,2,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0
31,0,13,3195,3,2,2,0,45,2,0,2,1,91,1,2,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0
19,1,3,5585,1,2,2,0,41,3,1,0,2,45,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0
50,0,30,4749,2,3,2,3,51,1,3,1,0,69,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1
43,0,28,8189,3,3,2,1,62,3,0,0,1,107,2,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1
46,0,38,6095,2,1,2,0,79,2,0,1,1,55,1,2,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0
40,1,27,9551,1,2,2,0,29,3,2,1,0,78,3,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1
59,1,49,7445,2,3,2,0,34,0,1,1,0,71,3,2,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0
36,0,9,8467,2,0,2,1,89,0,0,2,1,70,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0
49,0,1,4673,1,1,2,0,50,2,0,0,0,35,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0
48,1,35,7303,2,0,2,1,47,0,1,0,1,45,2,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0
40,1,8,6123,0,2,0,1,18,3,0,2,1,73,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1
33,1,15,7101,2,2,1,0,1,0,3,0,1,47,2,2,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1
41,0,1,7106,1,2,1,0,97,2,0,0,1,79,2,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1
51,1,11,5500,2,1,2,2,4,4,5,0,2,75,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0
55,0,22,10312,2,2,2,0,73,3,3,2,1,35,2,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1
31,0,14,3062,0,3,3,0,59,1,0,0,0,82,2,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0
51,0,14,8734,0,2,3,1,21,0,2,2,2,20,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1
47,0,12,6328,2,2,0,2,21,0,0,1,2,30,2,3,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0
27,0,4,9070,2,3,2,3,15,3,1,2,0,24,3,1,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1
55,0,40,7222,2,2,2,0,31,2,0,2,2,48,2,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0
19,0,1,9586,3,0,2,0,32,2,0,1,1,74,0,1,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0
48,1,7,4632,2,2,3,0,82,2,3,0,0,34,2,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0
52,1,21,11790,1,1,3,0,55,1,1,0,1,41,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1
26,1,4,8816,1,3,2,3,95,1,4,0,1,47,2,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0
48,0,14,7095,0,1,2,0,64,3,1,0,1,67,2,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0
20,1,10,11866,3,2,3,4,36,2,5,1,0,78,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0
26,1,7,5745,1,2,2,1,82,3,1,0,1,31,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0
40,0,12,3796,2,1,2,1,93,4,1,2,1,48,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0
23,0,3,7676,3,1,2,0,65,1,0,1,0,68,2,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0
40,0,27,8562,2,2,2,0,65,2,3,0,0,29,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1
34,1,25,8228,1,2,2,0,41,2,2,1,0,96,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0
59,1,13,4690,3,1,3,0,81,2,0,0,0,46,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1
28,1,16,4457,2,0,2,0,74,1,1,1,0,78,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0
20,1,5,5114,2,2,2,0,22,2,2,0,1,50,1,2,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0
41,1,3,6189,3,2,3,0,61,0,1,0,1,23,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0
56,1,20,8904,0,2,2,1,17,3,0,0,1,27,2,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0
47,0,18,9302,1,3,2,1,19,0,4,0,1,91,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0
44,0,11,9957,1,1,2,2,55,0,0,2,2,89,2,2,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0
36,0,28,7755,1,2,2,0,66,3,2,0,2,86,2,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0
49,0,7,7001,2,2,2,2,37,1,2,2,0,77,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1
50,0,23,5237,1,3,2,1,97,0,3,0,0,29,2,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1
42,0,6,7568,2,0,2,0,62,3,3,0,0,84,3,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0
18,1,2,9684,2,1,2,2,28,3,1,0,1,76,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1
54,1,35,10275,0,2,2,2,5,2,2,2,0,105,3,2,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0
18,0,5,8037,2,1,1,2,2,1,3,0,2,31,2,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0
38,1,18,5428,1,0,2,0,90,0,1,2,1,95,2,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1
38,1,5,5758,3,3,2,1,60,2,2,0,1,18,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1
48,1,4,6328,1,2,2,0,62,2,0,1,0,65,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0
41,1,2,6785,2,1,3,0,63,4,0,2,1,54,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0
29,1,6,5658,2,3,0,2,76,0,2,0,2,38,2,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0
59,0,27,7556,0,2,2,0,36,3,0,0,2,48,0,3,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1
55,0,9,8904,2,2,2,1,97,3,0,0,1,88,2,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1
38,0,27,8308,3,1,3,0,23,3,2,1,1,41,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1
57,0,12,4894,1,3,2,1,91,3,2,1,1,68,2,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0
36,1,17,9230,0,1,3,0,86,1,1,2,1,77,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0
35,0,13,8961,2,3,2,0,94,1,1,2,1,71,2,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1
29,1,3,5843,3,2,1,1,66,0,0,1,1,79,2,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0
58,0,42,6465,3,1,2,1,23,1,1,1,2,99,2,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0
46,0,21,6416,1,1,3,3,89,0,4,0,1,31,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0
29,1,2,4021,3,3,1,0,18,1,0,1,2,62,2,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0
31,1,8,6564,3,2,1,3,98,4,4,2,1,22,3,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1
23,1,15,6060,0,2,1,1,75,2,0,1,1,22,2,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1
21,0,7,6191,1,2,2,0,36,0,1,2,1,41,2,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1
54,0,7,8264,1,1,2,1,20,3,2,1,1,16,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0
49,0,12,8802,1,1,2,0,93,2,1,1,0,58,2,3,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0
48,1,12,6297,1,3,1,0,6,4,3,1,1,88,2,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0
59,1,41,7421,2,1,2,2,67,1,3,1,1,91,2,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1
52,0,16,11757,0,2,2,0,21,1,1,2,1,37,2,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1
43,1,11,9876,1,1,1,0,92,2,2,1,0,69,2,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0
56,0,22,10554,0,2,1,4,13,1,0,1,1,78,2,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0
44,0,1,6118,2,1,1,0,78,0,0,0,0,40,1,2,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0
56,0,15,9327,2,2,0,0,3,0,3,0,1,54,2,2,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0
45,0,37,5786,3,2,2,0,50,1,5,1,2,70,0,3,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0
36,1,20,3218,2,2,1,2,90,1,0,0,1,54,2,2,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0
38,0,8,8651,1,2,2,0,50,2,1,0,0,21,2,2,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0
52,0,22,6184,3,2,2,1,24,0,1,0,0,53,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1
41,1,2,5439,3,2,2,1,7,2,1,1,1,29,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0
44,1,35,6072,2,2,2,0,91,2,0,0,1,103,2,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0
32,0,21,7625,2,2,2,0,32,2,2,1,2,23,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0
19,1,7,9768,2,2,2,0,15,4,2,1,2,11,2,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0
38,0,17,9008,1,1,2,0,6,0,0,0,0,20,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0
32,1,14,8177,1,2,2,1,98,3,4,0,1,74,2,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1
41,1,10,10834,2,2,3,2,60,3,1,0,2,84,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1
26,0,11,5911,3,2,1,0,94,2,3,1,2,90,3,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0
46,0,38,13161,3,1,1,0,59,1,4,2,0,100,1,2,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0
49,0,23,5657,2,3,2,0,67,2,1,1,0,85,2,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0
44,1,12,6717,1,2,2,1,64,4,0,1,1,65,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1
19,0,1,3955,3,0,0,0,2,1,1,0,1,37,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1
59,1,9,5265,1,2,3,2,24,0,0,0,2,71,2,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0
25,0,2,7837,1,3,2,1,72,2,3,0,0,42,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0
54,0,36,3105,1,2,2,1,83,0,1,1,2,78,2,2,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1
57,0,28,5741,1,3,0,2,3,1,1,1,2,46,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1
36,1,23,7094,1,3,2,0,32,1,0,1,1,53,3,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0
53,1,45,9988,1,2,1,0,40,0,1,0,0,66,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0
31,0,21,4454,2,3,0,2,21,3,4,0,0,71,2,3,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0
34,1,11,6429,2,3,3,0,25,3,5,1,1,89,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0
27,1,1,6376,1,2,2,1,70,3,1,0,1,4,3,3,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0
53,1,45,4508,1,2,2,0,61,4,2,1,0,110,2,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1
41,1,4,6664,2,2,2,1,41,2,3,1,2,21,3,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1
45,0,36,6769,2,2,2,1,63,2,4,0,1,58,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1
19,1,3,8915,2,2,3,0,21,2,0,2,0,64,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0
53,0,7,5113,0,2,2,0,53,0,0,1,1,77,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1
39,1,11,9429,0,0,2,0,39,3,6,2,1,62,2,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1
28,0,13,5207,2,2,2,1,56,1,6,0,0,62,1,2,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1
47,1,36,6698,2,1,2,0,26,3,4,1,1,61,1,2,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
26,0,4,9995,2,2,3,0,57,2,0,0,1,53,0,2,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0
48,1,38,9901,2,3,2,0,23,2,5,1,0,51,2,2,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0
57,1,1,6414,1,2,2,0,85,4,1,1,1,52,2,2,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1
55,0,34,8589,1,3,2,2,15,3,0,1,0,45,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1
51,0,34,8019,1,1,3,0,22,2,0,1,0,49,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0
34,0,22,2662,0,2,2,0,29,3,3,1,1,92,2,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1
29,1,5,9839,2,3,3,2,67,2,0,2,2,14,2,2,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1
23,0,5,7704,0,0,2,1,98,1,3,0,1,74,3,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0
35,0,17,5111,2,3,2,2,92,0,0,2,1,39,2,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0
46,0,5,8247,1,1,2,1,98,3,4,0,0,78,2,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1
24,0,14,7951,2,3,2,0,9,2,2,1,1,38,2,1,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0
44,1,24,5385,1,1,1,0,90,2,1,1,1,61,2,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0
52,1,3,5698,2,2,2,0,21,2,0,1,1,64,2,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0
53,1,20,6035,2,0,2,3,27,1,4,1,0,56,0,2,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0
18,0,9,5195,2,2,2,1,10,0,4,2,1,26,3,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0
55,0,18,8255,1,2,2,0,53,2,2,1,1,73,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0
20,1,4,3925,0,2,3,0,18,2,1,0,0,80,2,2,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0
59,0,39,4132,1,2,3,0,18,2,0,0,0,82,3,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1
41,1,26,5324,1,2,2,1,76,1,0,0,1,72,1,3,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0
59,1,34,10231,0,0,2,1,79,1,1,1,0,75,2,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1
19,1,8,7986,1,2,2,0,85,2,3,0,2,21,3,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0
28,0,6,7184,1,1,2,1,18,4,0,2,1,55,2,2,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1
47,0,28,9195,2,1,3,2,34,1,3,1,1,104,2,2,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1
27,0,13,11139,1,2,2,2,37,3,1,2,0,31,0,3,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1
41,0,33,3374,1,2,2,2,22,3,0,0,2,109,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0
24,1,15,8068,2,2,1,2,85,1,0,1,0,39,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0
51,0,3,7538,0,2,2,0,73,2,2,0,1,25,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1
24,1,12,5999,2,1,3,3,89,1,1,2,1,70,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0
33,0,7,10012,2,0,2,0,69,0,0,0,2,21,2,2,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0
48,1,23,7545,2,2,2,2,75,2,2,1,0,89,2,3,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0
43,0,27,13032,0,2,2,0,57,1,0,0,0,34,2,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0
56,0,24,3898,1,3,0,2,5,0,4,0,2,79,2,2,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0
48,0,28,8093,1,2,2,0,24,3,2,1,1,80,1,2,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0
45,0,20,6254,1,2,2,3,90,3,3,0,1,77,2,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1
58,0,50,3811,1,3,1,2,70,1,1,1,1,86,2,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0
38,1,3,7707,3,1,2,0,61,0,0,2,0,58,3,2,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0
34,1,20,12039,2,2,2,3,76,3,4,2,0,89,0,2,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0
22,0,13,3465,1,2,2,3,77,3,1,0,0,40,2,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0
48,1,9,5855,2,2,3,2,7,0,3,1,1,63,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0
37,1,27,10140,2,2,2,0,42,3,2,1,0,79,2,2,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0
51,1,16,7505,2,2,3,0,37,0,2,1,1,93,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0
35,0,8,5008,2,2,2,0,44,0,3,1,1,26,2,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1
27,1,5,7097,3,3,2,2,11,1,4,1,1,57,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0
22,0,11,7237,3,3,3,0,5,2,1,1,1,86,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0
27,0,4,5244,2,2,3,0,31,3,0,1,2,67,2,2,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0
25,0,17,3032,3,0,1,1,39,1,2,2,1,28,3,1,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0
39,0,2,5297,3,2,3,0,72,3,1,2,1,77,3,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0
42,0,9,9438,2,1,0,0,26,2,0,1,1,56,2,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
21,1,1,7299,1,3,2,2,22,1,1,1,2,66,3,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0
32,0,11,7387,1,3,3,2,56,2,1,1,1,42,1,2,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0
23,0,14,6157,0,2,0,0,52,2,2,1,1,23,2,2,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1
54,0,6,7361,2,1,2,0,14,0,1,0,0,73,2,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1
20,1,12,12010,3,0,2,2,57,0,6,2,2,71,2,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0
47,0,21,11654,2,1,2,0,96,4,3,2,2,47,2,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0
43,1,1,12620,3,3,2,0,43,0,3,0,1,58,1,2,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0
35,0,2,9690,1,1,2,0,40,2,1,0,1,56,2,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1
40,1,9,5979,2,2,2,2,67,2,0,1,2,55,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0
48,0,13,7978,2,2,1,0,71,1,0,2,1,41,0,2,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0
53,0,4,5457,0,2,2,1,95,2,3,1,2,71,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0
59,1,39,7089,2,1,2,0,77,1,0,0,1,77,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1
40,0,26,7250,2,1,3,1,91,3,0,0,1,84,1,2,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0
55,0,18,4006,1,2,2,0,56,2,1,1,2,48,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1
25,1,13,5433,1,2,2,0,84,0,2,0,1,33,1,2,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0
32,0,23,7016,0,1,2,0,94,1,2,0,0,83,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0
49,0,16,3241,3,0,2,1,20,0,2,0,2,88,3,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0
53,0,37,4486,3,3,2,0,88,2,0,2,0,89,2,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0
29,1,16,5735,1,1,2,0,42,1,3,2,1,73,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0
46,0,4,8352,1,1,1,2,39,3,0,0,1,56,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0
32,1,21,5747,0,3,2,1,93,3,1,0,1,23,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0
43,0,20,8353,3,2,2,0,26,3,3,1,1,55,3,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1
40,0,20,7701,2,2,3,3,61,0,0,0,2,25,0,2,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1
